Date,SXR8.DE,EXW1.DE,EUNH.DE
2023-12-05,441.24,40.9901,102.3628
2023-12-06,441.24,40.9901,102.3628
2023-12-07,444.78,41.5441,103.7237
2023-12-08,447.37,42.0058,103.055
2023-12-11,448.94,42.1396,102.9801
2023-12-12,449.75,42.135,103.3589
2023-12-13,451.97,42.0612,103.7517
2023-12-14,449.86,42.1581,104.3597
2023-12-15,453.45,42.2772,105.1032
2023-12-18,454.84,41.9812,104.6917
2023-12-19,454.66,42.1153,105.3464
2023-12-20,456.34,42.1431,105.5756
2023-12-21,451.66,42.0367,105.8468
2023-12-22,453.23,42.0043,105.8234
2023-12-27,450.57,42.0737,106.2303
2023-12-28,452.95,41.9256,105.8748
2023-12-29,454.04,42.0829,105.4212
2024-01-02,454.19,41.9025,104.9396
2024-01-03,453.03,41.3011,105.2108
2024-01-04,452.04,41.5648,104.5
2024-01-05,450.54,41.4584,104.3036
2024-01-08,451.37,41.6527,104.4205
2024-01-09,456.15,41.5047,103.9949
2024-01-10,456.16,41.5139,103.8967
2024-01-11,454.67,41.2688,103.9553
2024-01-12,457.29,41.6296,104.5117
2024-01-15,458.06,41.3937,104.0685
2024-01-16,460.46,41.2965,103.993
2024-01-17,458.51,40.9449,103.4979
2024-01-18,460.09,41.4029,103.3611
2024-01-19,462.87,41.3335,103.5733
2024-01-22,468.03,41.6805,103.8091
2024-01-23,469.3,41.5186,103.3422
2024-01-24,471.06,42.4391,103.413
2024-01-25,473.83,42.5918,103.8704
2024-01-26,473.31,43.096,103.8562
2024-01-29,475.15,43.1192,104.2571
2024-01-30,476.97,43.3458,103.9553
2024-01-31,472.53,43.2209,104.6107
2024-02-01,470.58,43.133,104.79
2024-02-02,481.21,43.3042,104.1392
2024-02-05,482.5,43.2857,103.5592
2024-02-06,483.03,43.6234,103.6676
2024-02-07,486.01,43.5216,103.5497
2024-02-08,486.68,43.8084,103.2668
2024-02-09,487.58,43.8778,103.0923
2024-02-12,491.7,44.1693,103.314
2024-02-13,486.66,43.6373,103.1914
2024-02-14,486.94,43.8547,103.6016
2024-02-15,488.82,44.1508,103.611
2024-02-16,490.18,44.3451,103.3941
2024-02-19,488.62,44.3266,103.2432
2024-02-20,482.9,44.2988,103.5639
2024-02-21,482.52,44.4283,103.0546
2024-02-22,492.26,45.1962,103.2244
2024-02-23,494.27,45.3628,103.7431
2024-02-26,492.2,45.2841,103.2197
2024-02-27,490.64,45.4784,103.0169
2024-02-28,492.07,45.4738,103.031
2024-02-29,493.42,45.4275,103.5356
2024-03-01,496.25,45.5756,103.347
2024-03-04,496.5,45.7329,103.5497
2024-03-05,492.29,45.5756,104.2288
2024-03-06,493.56,45.8115,104.2759
2024-03-07,494.83,46.3527,104.5825
2024-03-08,495.25,46.2232,104.8371
2024-03-11,492.08,45.9225,104.5494
2024-03-12,496.58,46.4268,104.4929
2024-03-13,496.49,46.6118,104.2995
2024-03-14,497.46,46.5285,103.8987
2024-03-15,493.72,46.5355,103.8185
2024-03-18,499.16,46.4427,103.7336
2024-03-19,499.84,46.6653,103.7006
2024-03-20,501.5,46.6375,103.8138
2024-03-21,509.1,47.1199,104.0732
2024-03-22,509.06,46.9436,104.4881
2024-03-25,507.22,47.1106,104.1203
2024-03-26,507.92,47.2868,104.2854
2024-03-27,507.5,47.4445,104.6815
2024-03-28,511.5,47.4445,104.5117
2024-04-02,507.76,47.0827,103.7384
2024-04-03,507.8,47.3054,103.7242
2024-04-04,508.06,47.361,104.1156
2024-04-05,504.86,46.7859,103.861
2024-04-08,504.96,47.1013,103.6912
2024-04-09,501.84,46.5819,104.2288
2024-04-10,504.96,46.6282,103.8374
2024-04-11,506.64,46.3639,103.479
2024-04-12,509.64,46.2804,104.3089
2024-04-15,508.12,46.5355,103.6723
2024-04-16,500.66,45.9187,103.2904
2024-04-17,497.24,45.9326,103.4837
2024-04-18,498.08,46.1134,103.3517
2024-04-19,492.59,45.9326,103.3847
2024-04-22,492.44,46.2433,103.5262
2024-04-23,497.96,46.9529,103.4837
2024-04-24,498.69,46.8138,102.833
2024-04-25,492.02,46.3407,102.5642
2024-04-26,502.22,47.0827,102.9697
2024-04-29,501.68,46.8416,103.4177
2024-04-30,500.58,46.3685,103.0688
2024-05-02,495.12,46.0532,103.3281
2024-05-03,499.97,46.3685,103.6959
2024-05-06,503.82,46.7488,103.8798
2024-05-07,507.38,47.2961,104.2099
2024-05-08,507.8,47.528,103.9458
2024-05-09,508.6,47.8155,103.6771
2024-05-10,509.92,48.0381,103.5214
2024-05-13,509.42,48.0474,103.5639
2024-05-14,508.82,48.0845,103.3328
2024-05-15,512.66,48.2793,104.2665
2024-05-16,515.5,48.0752,104.1533
2024-05-17,513.22,48.001,103.6393
2024-05-20,516.44,48.168,103.6393
2024-05-21,515.7,47.9361,103.7195
2024-05-22,517.06,47.7506,103.5686
2024-05-23,517.58,47.8526,103.1489
2024-05-24,514.66,47.8341,103.2951
2024-05-27,515.54,48.066,103.6063
2024-05-28,514.16,47.8433,103.2715
2024-05-29,514.08,47.2311,102.6538
2024-05-30,510.2,47.4259,102.8424
2024-05-31,506.28,47.3888,102.9131
2024-06-03,510.46,47.6207,103.413
2024-06-04,509.74,47.1106,103.6582
2024-06-05,516.82,47.8619,103.96
2024-06-06,518.54,48.2236,103.6393
2024-06-07,522.7,48.0381,103.1253
2024-06-10,525.1,47.7135,102.517
2024-06-11,525.7,47.2311,102.5689
2024-06-12,528.58,47.9268,103.281
2024-06-13,531.2,46.9622,103.3517
2024-06-14,534.28,46.0439,103.8987
2024-06-17,535.2,46.4478,103.6959
2024-06-18,537.82,46.7855,103.9081
2024-06-19,539.18,46.5134,103.7006
2024-06-20,540.82,47.1185,103.611
2024-06-21,539.66,46.6917,103.6063
2024-06-24,538.96,47.1279,103.6299
2024-06-25,538.14,46.9684,103.7808
2024-06-26,539.34,46.7761,103.3753
2024-06-27,539.06,46.6541,103.3753
2024-06-28,541.5,46.5791,103.2244
2024-07-01,537.56,46.9215,102.7292
2024-07-02,538.9,46.7057,102.8377
2024-07-03,539.5,47.2873,103.2668
2024-07-04,539.78,47.4937,103.1301
2024-07-05,540.8,47.4093,103.5592
2024-07-08,542.66,47.353,103.8421
2024-07-09,544.74,46.7057,103.3564
2024-07-10,545.58,47.2498,103.795
2024-07-11,543.06,47.4093,104.3278
2024-07-12,545.14,48.0378,104.1628
2024-07-15,546.92,47.4749,104.3985
2024-07-16,547.78,47.0997,104.7145
2024-07-17,541.08,46.6401,104.7334
2024-07-18,537.8,46.4103,104.8535
2024-07-19,534.56,45.9647,104.4488
2024-07-22,536.78,46.687,104.3298
2024-07-23,542.66,46.8652,104.5536
2024-07-24,531.52,46.3446,104.4393
2024-07-25,529.9,45.8427,104.5678
2024-07-26,529.76,46.3071,104.6535
2024-07-29,531.3,45.8568,105.0726
2024-07-30,530.76,46.0913,105.0821
2024-07-31,539.04,46.4196,105.544
2024-08-01,535.84,45.3409,105.7868
2024-08-02,514.1,44.2621,106.0201
2024-08-05,502.5,43.5867,105.9344
2024-08-06,507.44,43.6195,105.9487
2024-08-07,513.2,44.5295,105.4106
2024-08-08,512.5,44.5154,105.682
2024-08-09,514.78,44.5904,105.8725
2024-08-12,515.88,44.5529,105.9963
2024-08-13,520.98,44.7827,106.382
2024-08-14,522.26,45.0266,106.3629
2024-08-15,531.58,45.9037,105.9058
2024-08-16,532.1,46.1429,105.7963
2024-08-19,532.58,46.4196,105.8725
2024-08-20,532.3,46.2883,106.2772
2024-08-21,532.4,46.5557,106.3915
2024-08-22,533.14,46.5557,106.1534
2024-08-23,531.48,46.7667,106.2725
2024-08-26,531.34,46.6448,106.1344
2024-08-27,531.62,46.6729,105.8106
2024-08-28,531.04,46.8511,105.9534
2024-08-29,537.5,47.353,105.9058
2024-08-30,534.98,47.2592,105.7915
2024-09-02,539.48,47.3999,105.5916
2024-09-03,533.9,46.8699,105.9773
2024-09-04,527.56,46.2555,106.4058
2024-09-05,523.72,45.96,106.6201
2024-09-06,517.12,45.1767,106.8248
2024-09-09,522.74,45.627,106.801
2024-09-10,525.4,45.2799,107.02
2024-09-11,521.84,45.4112,107.1914
2024-09-12,532.82,45.9271,106.9581
2024-09-13,536.92,46.1992,107.1486
2024-09-16,533.84,46.0036,107.3533
2024-09-17,538.14,46.3359,107.1962
2024-09-18,535.52,46.0938,106.7819
2024-09-19,542.06,47.1288,106.7248
2024-09-20,539.72,46.4262,106.582
2024-09-23,543.44,46.5828,106.8724
2024-09-24,542.84,47.1003,107.1724
2024-09-25,543.38,46.9341,106.8058
2024-09-26,542.66,47.9501,106.9248
2024-09-27,544.86,48.3204,107.0772
2024-09-30,544.2,47.6842,107.2438
2024-10-01,545.68,47.2617,107.8723
2024-10-02,547.72,47.3614,107.5152
2024-10-03,547.54,46.9674,107.2676
2024-10-04,551.0,47.2997,106.8724
2024-10-07,553.06,47.4136,106.5724
2024-10-08,553.84,47.257,106.6248
2024-10-09,558.84,47.5893,106.5724
2024-10-10,560.2,47.4564,106.6439
2024-10-11,561.74,47.7887,106.5582
2024-10-14,567.08,48.1495,106.6153
2024-10-15,567.14,47.2854,107.0534
2024-10-16,566.82,46.9009,107.4343
2024-10-17,572.38,47.238,107.3819
2024-10-18,571.14,47.5988,107.6105
2024-10-21,569.82,47.2,106.7819
2024-10-22,571.68,47.1573,106.5153
2024-10-23,570.34,47.0148,106.6343
2024-10-24,568.98,47.143,106.9724
2024-10-25,571.68,47.181,106.7962
2024-10-28,570.1,47.4706,106.8534
2024-10-29,571.26,47.2617,106.4629
2024-10-30,569.42,46.673,106.3201
2024-10-31,558.66,46.1223,106.1058
2024-11-01,561.74,46.6398,105.963
2024-11-04,556.38,46.3929,106.2963
2024-11-05,559.4,46.5353,106.1201
2024-11-06,582.46,45.8707,105.9582
2024-11-07,585.46,46.3597,105.8344
2024-11-08,591.94,45.8564,106.263
2024-11-11,597.6,46.3834,106.7105
2024-11-12,597.96,45.3532,106.4963
2024-11-13,600.66,45.2772,106.4677
2024-11-14,599.08,46.1698,106.9486
2024-11-15,590.18,45.7662,106.8867
2024-11-18,591.78,45.8422,106.6772
2024-11-19,591.42,45.4482,106.9248
2024-11-20,591.74,45.2298,106.801
2024-11-21,599.36,45.4434,106.8915
2024-11-22,606.76,45.771,107.301
2024-11-25,605.14,45.8707,107.6105
2024-11-26,607.64,45.5668,107.72
2024-11-27,601.3,45.3342,107.9009
2024-11-28,604.06,45.5621,108.2818
2024-11-29,605.88,45.9656,108.758
2024-12-02,611.0,46.3882,108.9532
2024-12-03,609.34,46.692,108.8723
2024-12-04,611.36,47.1193,109.0437
2024-12-05,610.34,47.3899,108.9818
2024-12-06,610.74,47.6558,109.0104
2024-12-09,608.02,47.7032,108.9723
2024-12-10,611.1,47.4326,109.0104
2024-12-11,614.72,47.5038,108.8246
2024-12-12,613.5,47.5228,108.1914
2024-12-13,611.44,47.5323,107.8866
2024-12-16,613.18,47.3302,107.7581
2024-12-17,611.6,47.3302,107.8533
2024-12-18,613.74,47.3969,107.7962
2024-12-19,603.76,46.6925,107.4295
2024-12-20,606.42,46.5783,107.539
2024-12-23,604.8,46.4117,107.301
2024-12-27,607.08,46.8353,106.9343
2024-12-30,600.78,46.7258,107.0248
2025-01-02,610.76,47.0637,106.882
2025-01-03,610.42,46.6021,106.4486
2025-01-06,613.68,47.7443,106.5153
2025-01-07,607.56,47.9251,106.282
2025-01-08,608.38,47.8299,105.9534
2025-01-09,608.88,48.0013,105.8058
2025-01-10,602.92,47.6301,105.5154
2025-01-13,602.6,47.4016,105.2297
2025-01-14,601.28,47.6681,105.1773
2025-01-15,611.78,48.2107,105.882
2025-01-16,612.7,48.8579,106.0082
2025-01-17,618.68,49.2672,106.1671
2025-01-20,614.56,49.4481,106.3212
2025-01-21,614.38,49.4481,106.5186
2025-01-22,620.92,49.8478,106.4753
2025-01-23,621.28,49.9811,106.1864
2025-01-24,617.64,49.9716,106.0997
2025-01-27,604.94,49.6765,106.3742
2025-01-28,614.06,49.7622,106.2152
2025-01-29,615.92,50.0858,106.0323
2025-01-30,615.5,50.6093,106.4512
2025-01-31,623.82,50.6093,106.9038
2025-02-03,617.86,49.9811,107.6309
2025-02-04,617.48,50.4189,107.5202
2025-02-05,614.66,50.4856,107.7465
2025-02-06,621.58,51.3042,107.6887
2025-02-07,620.2,51.0091,107.6983
2025-02-10,624.04,51.3613,107.785
2025-02-11,622.16,51.6563,107.2072
2025-02-12,617.42,51.7896,106.9231
2025-02-13,619.56,52.7224,107.4865
2025-02-14,618.24,52.6843,107.3565
2025-02-17,620.66,52.9699,107.0579
2025-02-18,621.06,53.1127,106.9953
2025-02-19,625.12,52.3797,106.6053
2025-02-20,618.16,52.3988,106.7401
2025-02-21,618.42,52.532,107.135
2025-02-24,610.36,52.3321,107.0146
2025-02-25,598.56,52.2846,107.2168
2025-02-26,606.64,53.0555,107.2553
2025-02-27,608.3,52.513,107.5346
2025-02-28,601.12,52.4559,107.6357
2025-03-03,601.0,53.2554,107.0387
2025-03-04,580.42,51.723,106.9279
2025-03-05,567.38,52.6558,105.2426
2025-03-06,568.46,52.8937,104.5732
2025-03-07,556.94,52.4178,104.8381
2025-03-10,553.88,51.6659,104.8814
2025-03-11,542.34,50.9425,104.578
2025-03-12,547.16,51.4184,104.6984
2025-03-13,542.52,51.0662,104.7996
2025-03-14,549.0,51.8467,104.6695
2025-03-17,549.72,52.2314,105.2329
2025-03-18,546.32,52.575,105.074
2025-03-19,552.92,52.7945,105.3437
2025-03-20,556.2,52.2505,105.3389
2025-03-21,554.52,51.9737,105.3774
2025-03-24,567.14,51.9451,105.4448
2025-03-25,567.34,52.5559,105.3967
2025-03-26,565.0,51.9642,105.387
2025-03-27,562.28,51.6779,105.5074
2025-03-28,549.04,51.258,105.6759
2025-03-31,547.02,50.4754,105.7867
2025-04-01,553.82,51.1053,106.0515
2025-04-02,553.66,50.9812,105.8782
2025-04-03,523.3,49.1393,106.2586
2025-04-04,501.08,46.8823,106.8749
2025-04-07,487.44,44.7637,105.9456
2025-04-08,505.0,45.9614,106.1478
2025-04-09,479.34,44.4201,106.2249
2025-04-10,498.35,46.2763,106.5716
2025-04-11,492.63,46.0902,105.936
2025-04-14,506.46,47.2116,107.1061
2025-04-15,510.5,47.8319,107.1783
2025-04-16,502.0,47.7651,107.2457
2025-04-17,494.92,47.5026,107.4672
2025-04-22,488.08,47.8128,107.7224
2025-04-23,504.72,49.1584,107.4431
2025-04-24,510.38,49.3684,107.9536
2025-04-25,512.68,49.7788,107.6357
2025-04-28,513.46,49.8837,107.5202
2025-04-29,516.3,49.8646,107.5298
2025-04-30,517.7,49.7788,107.8187
2025-05-02,532.36,51.0576,107.4046
2025-05-05,531.94,51.2103,107.4528
2025-05-06,528.42,51.0385,107.342
2025-05-07,526.14,50.7713,107.7176
2025-05-08,536.88,51.3439,107.6406
2025-05-09,535.48,51.6206,107.3083
2025-05-12,556.52,52.4509,106.7738
2025-05-13,561.46,52.7277,106.5764
2025-05-14,560.48,52.6036,106.4801
2025-05-15,562.0,52.6895,107.0194
2025-05-16,566.18,52.8899,107.1927
2025-05-19,562.2,53.0235,107.3516
2025-05-20,562.54,53.3194,107.1976
2025-05-21,556.74,53.2812,106.8701
2025-05-22,552.16,53.0235,106.9038
2025-05-23,544.86,52.0596,107.1976
2025-05-26,549.52,52.7372,107.4335
2025-05-27,554.48,52.9758,107.6935
2025-05-28,556.74,52.5654,107.6406
2025-05-29,553.66,52.5368,107.838
2025-05-30,553.32,52.4414,108.0113
2025-06-02,549.76,52.3459,107.8332
2025-06-03,558.4,52.5464,107.9873
2025-06-04,557.8,52.8518,107.9343
2025-06-05,558.16,52.8899,107.4913
2025-06-06,560.14,53.0903,107.732
2025-06-09,560.34,53.014,107.708
2025-06-10,560.98,52.9376,107.9921
2025-06-11,561.36,52.7659,107.8524
2025-06-12,555.56,52.4318,108.2569
2025-06-13,553.92,51.802,107.7417
2025-06-16,555.94,52.2031,107.8958
2025-06-17,555.84,51.7128,107.7417
2025-06-18,555.6,51.5109,107.9343
2025-06-19,550.84,50.8956,107.7417
2025-06-20,553.42,51.2705,107.8524
2025-06-23,552.76,51.1263,107.968
2025-06-24,558.02,51.8666,107.7995
2025-06-25,558.68,51.3955,107.7802
2025-06-26,558.36,51.3571,107.7176
2025-06-27,562.48,52.155,107.708
2025-06-30,561.64,51.9435,107.655
2025-07-01,561.0,51.6839,107.838
2025-07-02,562.5,52.0396,107.525
2025-07-03,569.18,52.2896,107.8284
2025-07-04,565.06,51.7801,107.838
2025-07-07,567.18,52.3088,107.5828
2025-07-08,567.08,52.6453,107.2602
2025-07-09,568.8,53.3279,107.3516
2025-07-10,573.54,53.2414,107.0483
2025-07-11,570.66,52.703,106.9568
2025-07-14,571.26,52.5684,106.9086
2025-07-15,576.14,52.3954,107.0146
2025-07-16,566.16,51.8762,107.1012
2025-07-17,578.72,52.6645,107.3251
2025-07-18,576.48,52.453,107.1935
2025-07-21,577.14,52.3377,107.7344
2025-07-22,572.34,51.8185,107.9682
2025-07-23,575.84,52.3473,107.939
2025-07-24,577.66,52.4434,107.3105
2025-07-25,580.08,52.4434,107.0961
2025-07-28,586.9,52.2704,107.3592
2025-07-29,589.44,52.6838,107.4469
2025-07-30,592.76,52.8376,107.1838
2025-07-31,595.82,52.1454,107.4225
2025-08-01,576.04,50.6552,107.3982
2025-08-04,582.2,51.4147,107.9
2025-08-05,579.78,51.4724,107.9488
2025-08-06,581.38,51.6262,107.71
2025-08-07,581.24,52.2992,107.9195
2025-08-08,583.18,52.3857,107.5054
2025-08-11,587.58,52.2511,107.4566
2025-08-12,587.0,52.2992,107.1448
2025-08-13,587.68,52.7991,107.6418
2025-08-14,591.24,53.2702,107.4713
2025-08-15,588.28,53.4433,106.9061
2025-08-18,589.06,53.2318,106.9109
2025-08-19,588.26,53.7124,106.9402
2025-08-20,584.26,53.6067,107.2666
2025-08-21,587.06,53.5298,106.9889
2025-08-22,590.3,53.7894,107.1448
2025-08-25,590.78,53.3087,106.8719
2025-08-26,589.94,52.7607,106.9304
2025-08-27,595.98,52.8664,106.9986
2025-08-28,593.42,52.8953,107.1692
2025-08-29,589.2,52.4242,106.9402
2025-09-01,590.64,52.6453,106.8281
2025-09-02,583.66,51.905,106.4627
2025-09-03,588.7,52.2415,106.8379
2025-09-04,593.84,52.4626,107.0181
2025-09-05,588.72,52.2031,107.4371
2025-09-08,591.74,52.6165,107.6808
2025-09-09,592.12,52.6357,107.5638
2025-09-10,595.6,52.5492,107.5833
2025-09-11,599.46,52.8376,107.6369
2025-09-12,600.54,52.8568,107.3056
2025-09-15,600.7,53.3222,107.5297
2025-09-16,596.1,52.6694,107.5443
2025-09-17,595.22,52.6401,107.7003
2025-09-18,602.96,53.5074,107.3446
2025-09-19,603.96,53.5171,107.2081
2025-09-22,605.78,53.332,107.1448
2025-09-23,606.24,53.6828,107.1302
2025-09-24,605.3,53.5561,107.1692
2025-09-25,605.16,53.3515,106.9986
2025-09-26,605.08,53.9264,107.2033
2025-09-29,606.56,54.0239,107.4761
2025-09-30,605.76,54.17,107.4761
2025-10-01,609.92,54.7742,107.4371
2025-10-02,612.36,55.4076,107.6028
2025-10-03,613.92,55.4368,107.6515
2025-10-06,615.28,55.2127,107.4518
2025-10-07,614.94,55.086,107.4469
2025-10-08,621.16,55.4563,107.671
2025-10-09,622.46,55.2029,107.6564
2025-10-10,609.56,54.248,108.0608
2025-10-13,614.62,54.6572,108.0657
2025-10-14,611.46,54.5208,108.436
2025-10-15,614.5,54.9886,108.7332
2025-10-16,612.4,55.4953,108.7819
2025-10-17,605.84,55.0275,108.5871
2025-10-20,617.4,55.7681,108.6504
2025-10-21,620.88,55.8266,108.8014
2025-10-22,616.88,55.3004,108.7868
2025-10-23,619.62,55.5927,108.7186
2025-10-24,619.62,55.5927,108.2883
2025-10-27,630.26,56.0117,108.4701
2025-10-28,631.5,55.9923,108.4214
2025-10-29,633.44,55.9923,108.5822
2025-10-30,634.52,55.9338,108.5335
2025-10-31,634.5,55.6025,108.5335
2025-11-03,635.4,55.7291,108.3532
2025-11-04,632.98,55.6025,108.3532
2025-11-05,634.08,55.6707,108.2703
2025-11-06,623.32,55.0568,108.3239
2025-11-07,614.14,54.6475,108.2557
2025-11-10,627.48,55.622,108.3727
2025-11-11,628.76,56.2456,108.4409
2025-11-12,631.64,56.879,108.5968
2025-11-13,622.5,56.421,108.3532
2025-11-14,622.42,55.9338,108.0365
2025-11-17,620.48,55.4563,108.168
2025-11-18,612.9,54.3941,107.9877
2025-11-19,614.76,54.4624,108.1339
2025-11-20,619.96,54.6865,107.9634
2025-11-21,612.08,54.2967,108.017
2025-11-24,621.48,54.4039,108.1973
2025-11-25,622.18,54.8716,108.4311
2025-11-26,629.78,55.6707,108.4945
2025-11-27,629.02,55.6414,108.4311
2025-11-28,631.4,55.8071,108.4116
2025-12-01,628.82,55.7876,108.0267
2025-12-02,628.72,56.0215,108.0072
2025-12-03,628.5,56.0605,107.9585
2025-12-04,628.92,56.3236,107.7977
2025-12-05,632.28,56.3528,107.7246
2025-12-08,630.8,56.3333,107.2959
2025-12-09,631.52,56.3041,107.4713
2025-12-10,629.86,56.2066,107.4128
2025-12-11,625.86,56.6549,107.4956
2025-12-12,621.9,56.2651,107.3495
2025-12-15,621.8,56.5911,107.4323
2025-12-16,617.7,56.2786,107.6077
2025-12-17,614.94,55.927,107.4177
2025-12-18,622.14,56.5423,107.6515
2025-12-19,624.48,56.6888,107.291
2025-12-22,626.36,56.5228,107.2764
2025-12-23,627.44,56.5911,107.6369
2025-12-29,628.7,56.64,107.9098
2025-12-30,629.22,57.0404,107.8854
2026-01-02,624.74,57.5972,107.3689
2026-01-05,632.16,58.2906,107.5638
2026-01-06,634.24,58.4078,107.8172
2026-01-07,637.4,58.3102,108.017
2026-01-08,635.98,58.0855,108.0072
2026-01-09,640.58,59.0329,108.0267
2026-01-12,639.64,59.2185,108.1729
2026-01-13,641.32,59.3455,108.0803
2026-01-14,635.1,59.1502,108.3483
2026-01-15,643.82,59.4627,108.4302
2026-01-16,642.46,59.3455,108.297
2026-01-19,632.1,58.3297,108.3118
2026-01-20,627.12,58.066,108.1489
2026-01-21,627.8,57.9292,107.917
2026-01-22,631.84,58.6618,108.0255
2026-01-23,630.68,58.5934,108.1193
2026-01-26,627.22,58.7009,108.4006
2026-01-27,625.12,59.0329,108.4105
2026-01-28,626.98,58.4567,108.4055
2026-01-29,620.48,58.066,108.5882
2026-01-30,626.26,58.6325,108.4746
2026-02-02,633.66,59.1697,108.3759
2026-02-03,629.36,59.0818,108.1687
2026-02-04,626.64,58.8376,108.3167
2026-02-05,620.48,58.4469,108.4796
2026-02-06,626.18,59.1404,108.4598
2026-02-09,627.96,59.6873,108.4746
2026-02-10,627.78,59.5604,108.7708
2026-02-11,626.9,59.4627,108.8991
2026-02-12,620.74,59.2967,109.0274
2026-02-13,619.36,59.0232,109.1705
2026-02-16,618.28,58.9743,109.0916
2026-02-17,619.9,59.4041,109.3087
2026-02-18,626.58,60.205,109.2742
2026-02-19,625.76,59.7166,109.3729
2026-02-20,627.44,60.4785,109.4519
2026-02-23,622.02,60.3124,109.5851
2026-02-24,625.46,60.3515,109.6197
2026-02-25,630.04,60.8887,109.7134
2026-02-26,627.88,60.7617,109.8269
2026-02-27,624.02,60.5273,110.0786
2026-03-02,629.62,59.0329,109.5506
2026-03-03,627.5,57.0111,108.8843
2026-03-04,633.44,57.9781,109.2347
2026-03-05,632.34,57.0697,108.5043
2026-03-06,632.34,56.5032,108.1045
2026-03-09,622.4,56.1809,108.1242
2026-03-10,628.8,57.6265,108.6128
2026-03-11,628.04,57.2358,107.8331
2026-03-12,624.7,56.7767,107.4333
2026-03-13,624.6,56.386,107.3198
2026-03-16,625.36,56.6175,107.5419
2026-03-17,626.18,56.882,108.0206
2026-03-18,622.36,56.5783,107.6949
2026-03-19,613.34,55.4225,107.4333
2026-03-20,608.52,54.3352,106.688
2026-03-23,610.16,55.0307,106.9694
2026-03-24,609.3,55.0796,106.8164
2026-03-25,613.26,55.8633,107.3938
2026-03-26,607.2,54.9915,106.5005
2026-03-27,597.92,54.4038,106.2439
2026-03-30,600.44,54.7466,106.7275
2026-03-31,600.12,54.9915,107.1322
2026-04-01,610.3,56.6273,107.2803
2026-04-02,611.58,56.2943,107.3889
2026-04-07,608.66,55.6772,106.5844
2026-04-08,621.66,58.4787,108.0157
2026-04-09,624.24,58.3121,107.5912
2026-04-10,625.72,58.557,107.1224
2026-04-13,625.66,58.3709,106.8608
2026-04-14,632.8,59.1937,107.4185
2026-04-15,636.98,58.7431,107.3198
2026-04-16,642.18,58.6844,107.3296
2026-04-17,649.4,59.9774,108.065
2026-04-20,647.4,59.2525,107.8972
2026-04-21,648.46,58.7333,107.611
2026-04-22,652.96,58.5766,107.6455
2026-04-23,655.76,58.4689,107.606
2026-04-24,655.72,58.4003,107.5369
2026-04-27,655.14,58.175,107.3642
2026-04-28,653.38,57.9203,107.1717
2026-04-29,655.38,57.7832,106.9644
2026-04-30,656.58,58.4884,107.4284
2026-05-04,661.44,57.313,107.0237
2026-05-05,666.0,58.5276,107.2951
2026-05-06,671.46,60.0655,107.9071
2026-05-07,673.66,59.517,107.8873
2026-05-08,674.76,59.0566,107.9268
2026-05-11,677.06,58.939,107.5912
